255	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/.command.trace
37	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/.command.log
107	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/versions.yml
37	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/.command.err
0	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/.command.out
0	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/.command.begin
12496852107	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/CHC2115T_vs_CHC2115N_chr17_81792543-81796281.tumor.mpileup.gz
1	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/.exitcode
11871	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/.command.run
521	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e/.command.sh
12496864946	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/129a19cf9705dc4c4cd2ad336a3d0e
3791748	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/CHC912T_vs_CHC912N.mutect2.chr6_95070791-167591393.f1r2.tar.gz
90096	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/CHC912T_vs_CHC912N.mutect2.chr6_95070791-167591393.vcf.gz.tbi
38	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/CHC912T_vs_CHC912N.mutect2.chr6_95070791-167591393.vcf.gz.stats
246	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/.command.trace
194654	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/.command.log
2443190	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/af-only-gnomad.hg38.vcf.gz.tbi
124	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/versions.yml
194631	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/.command.err
17273497	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/1000g_pon.hg38.vcf.gz
23	/sfs/9/ws/iizha01-QSARK/intervals/fastp_12_intervals_10/work/0f/0e57f8ae516b8db16eb850ea91b479/.command.out
